"DBN","School Name","Budget","Total Enrollment","Budget Per Student","School Type","School Category","Street Address","City","State","Zip Code","Borough","Latitude","Longitude","Coordinates","Report Type","Report Grade","FL Percent","FRL Percent","Pre-K Demographics","K Demographics","Grade 1 Demographics","Grade 2 Demographics","Grade 3 Demographics","Grade 4 Demographics","Grade 5 Demographics","Grade 6 Demographics","Grade 7 Demographics","Grade 8 Demographics","Grade 9 Demographics","Grade 10 Demographics","Grade 11 Demographics","Grade 12 Demographics","Number of English Language Learners","Percent of English Language Learners","Number of Special Education Students","Percent of Special Education Students","Number of Collaborative Team Teaching Students","Number of Self-Contained Classroom Students","Number of Asian Students","Percent of Asian Students","Number of Black Students","Percent of Black Students","Number of Hispanic Students","Percent of Hispanic Students","Number of White Students","Percent of White Students","Number of Male Students","Percent of Male Students","Number of Female Students","Percent of Female Students","Number of Students in Cohort","Number of Graduation Students in Cohort","Percent of Graduation Students in Cohort","Number of Regents in Cohort","Total Regents - % of cohort","Total Regents - % of grads","Advanced Regents - n","Advanced Regents - % of cohort","Advanced Regents - % of grads","Regents without Advanced - n","Regents without Advanced - % of cohort","Regents without Advanced - % of grads","Local - n","Local - % of cohort","Local - % of grads","Still Enrolled - n","Still Enrolled - % of cohort","Dropped Out - n","Dropped Out - % of cohort","Number of Students Tested for ELA","ELA Mean Scale Score","Number of Students Scoring Level 1 in ELA","Percent of Students Scoring Level 1 in ELA","Number of Students Scoring Level 2 in ELA","Percent of Students Scoring Level 2 in ELA","Number of Students Scoring Level 3 in ELA","Percent of Students Scoring Level 3 in ELA","Number of Students Scoring Level 4 in ELA","Percent of Students Scoring Level 4 in ELA","Number of Students Tested for Math","Math Mean Scale Score","Number of Students Scoring Level 1 in Math","Percent of Students Scoring Level 1 in Math","Number of Students Scoring Level 2 in Math","Percent of Students Scoring Level 2 in Math","Number of Students Scoring Level 3 in Math","Percent of Students Scoring Level 3 in Math","Number of Students Scoring Level 4 in Math","Percent of Students Scoring Level 4 in Math"
"K553","Brooklyn Academy High School","2344006","217","10801.8710","Transfer School","High school","832 MARCY AVENUE","BROOKLYN","NY","11216","K","40.68507420000000","-73.94717580000000","[-73.9471758,40.6850742]","HST","A","0","83","0","0","0","0","0","0","0","0","0","0","0","53","54","110","3","1","19","9","0","0","2","1","190","88","22","10","1","1","110","51","107","49","64","23","36","6","9","26","0","0","0","6","9","26","17","27","74","34","53","6","9",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"K554","All City Leadership Secondary School","2047259","251","8156.4104","General Academic","Secondary School","321 Palmetto Street","NEW YORK","NY","11237","K","40.69744439999999","-73.91310519999999","[-73.91310519999999,40.69744439999999]","EMS","C","0","94","0","0","0","0","0","0","0","30","28","37","34","37","36","49","6","2","13","5","0","0","4","2","46","18","201","80","0","0","137","55","114","45","46","37","80","23","50","62","4","9","11","19","41","51","14","30","38","9","20","0","0","90","0","2","2","29","32","53","58","6","7","90","0","0","0","25","27","45","50","20","22"
"K555","Brooklyn College Academy","3430577","586","5854.2270","General Academic","Secondary School","350 CONEY ISLAND AVENUE","BROOKLYN","NY","11218","K","40.64925190000000","-73.97191190000000","[-73.9719119,40.6492519]","EMS","B","0","62","0","0","0","0","0","0","0","0","25","27","128","138","149","119","0","0","10","2","0","0","16","3","473","81","71","12","11","2","197","34","389","66","124","118","95","104","84","88","19","15","16","85","69","72","14","11","12","6","5","0","0","52","0","0","0","15","28","32","61","5","10","52","0","0","0","15","28","32","61","5","10"
"K556","Bushwick Leaders High School for Academic Excellence","3968157","481","8249.8067","General Academic","High school","797 BUSHWICK AVENUE","BROOKLYN","NY","11221","K","40.69512000000000","-73.92733870000000","[-73.9273387,40.69512]",NULL,NULL,"0","94","0","0","0","0","0","0","0","0","0","0","155","133","108","85","102","21","82","17","0","36","5","1","81","17","391","81","2","0","245","51","236","49","103","65","63","28","27","43","1","1","2","27","26","42","37","36","57","25","24","6","6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"K558","Williamsburg High School for Architecture and Design","2854886","398","7173.0804","General Academic","High school","257 NORTH 6 STREET","BROOKLYN","NY","11211","K","40.71519450000000","-73.95480080000000","[-73.9548008,40.7151945]",NULL,NULL,"0","83","0","0","0","0","0","0","0","0","0","0","117","126","77","78","26","7","54","14","37","1","7","2","180","45","192","48","16","4","312","78","86","22","80","61","76","54","68","89","3","4","5","51","64","84","7","9","12","9","11","7","9",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"K559","Life Academy High School for Film and Music","1705089","153","11144.3725","General Academic","High school","2630 BENSON AVENUE","BROOKLYN","NY","11214","K","40.59301500000000","-73.98631499999999","[-73.98631499999999,40.593015]",NULL,NULL,"0","81","0","0","0","0","0","0","0","0","0","0","51","64","38","0","4","3","24","16","23","0","5","3","64","42","59","39","21","14","72","47","81","53",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"K561","Williamsburg Preparatory School","3434416","478","7184.9707","General Academic","High school","257 NORTH 6 STREET","BROOKLYN","NY","11211","K","40.71519450000000","-73.95480080000000","[-73.9548008,40.7151945]",NULL,NULL,"0","90","0","0","0","0","0","0","0","0","0","0","129","125","118","106","17","4","58","12","39","0","8","2","149","31","266","56","48","10","230","48","248","52","103","88","85","83","81","94","23","22","26","60","58","68","5","5","6","10","10","5","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"K563","It Takes a Village Academy","2637804","289","9127.3495","General Academic","High school","5800 TILDEN AVENUE","BROOKLYN","NY","11203","K","40.64773300000000","-73.92220200000000","[-73.922202,40.647733]",NULL,NULL,"0","88","0","0","0","0","0","0","0","0","0","0","104","93","92","0","147","50","20","7","12","2","12","4","255","88","20","7","0","0","136","47","153","53","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"K564","Bushwick Community High School","3508707","395","8882.8025","Transfer School","High school","231 PALMETTO STREET","BROOKLYN","NY","11221","K","40.69548690000000","-73.91502460000000","[-73.9150246,40.6954869]","HST","B","0","89","0","0","0","0","0","0","0","0","0","0","0","395","0","0","17","4","35","9","15","1","2","1","146","37","242","61","3","1","199","50","196","50","140","5","4","3","2","60","0","0","0","3","2","60","2","1","40","83","59","49","35",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"K566","Brooklyn Generation School","2056386","220","9347.2091","General Academic","High school","6565 FLATLANDS AVENUE","BROOKLYN","NY","11236","K","40.63314200000000","-73.91707199999999","[-73.91707199999999,40.633142]",NULL,NULL,"0","82","0","0","0","0","0","0","0","0","0","0","93","65","62","0","8","4","44","20","26","7","6","3","196","89","15","7","0","0","149","68","71","32","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"K567","Brooklyn Theatre Arts High School","2143855","250","8575.4200","General Academic","High school","6565 FLATLANDS AVENUE","BROOKLYN","NY","11236","K","40.63314200000000","-73.91707199999999","[-73.91707199999999,40.633142]",NULL,NULL,"0","69","0","0","0","0","0","0","0","0","0","0","97","88","65","0","11","4","48","19","41","2","2","1","201","80","38","15","6","2","96","38","154","62",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"K568","Brownsville Academy High School","2206195","221","9982.7828","Transfer School","High school","1150 EAST NEW YORK AVENUE","BROOKLYN","NY","11212","K","40.66633230000000","-73.92403900000000","[-73.924039,40.6663323]","HST","B","0","78","0","0","0","0","0","0","0","0","0","0","0","102","78","41","6","3","9","4","6","0","0","0","189","86","22","10","3","1","96","43","125","57","86","11","13","5","6","46","0","0","0","5","6","46","6","7","55","68","79","7","8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"K569","Kurt Hahn Expeditionary Learning School","1808308","225","8036.9244","General Academic","High school","5800 TILDEN AVENUE","BROOKLYN","NY","11203","K","40.64773300000000","-73.92220200000000","[-73.922202,40.647733]",NULL,NULL,"0","74","0","0","0","0","0","0","0","0","0","0","81","80","64","0","20","9","31","14","26","2","3","1","196","87","18","8","3","1","142","63","83","37",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"K572","Expeditionary Learning School for Community Leaders","1677227","161","10417.5590","General Academic","High school","2630 BENSON AVENUE","BROOKLYN","NY","11214","K","40.59301500000000","-73.98631499999999","[-73.98631499999999,40.593015]",NULL,NULL,"0","69","0","0","0","0","0","0","0","0","0","0","76","63","22","0","50","31","26","16","24","1","28","17","37","23","69","43","27","17","87","54","74","46","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"K575","Bedford Stuyvesant Preparatory High School","1585585","112","14157.0089","Transfer School","High school","832 MARCY AVENUE","BROOKLYN","NY","11216","K","40.68507420000000","-73.94717580000000","[-73.9471758,40.6850742]","HST","B","0","86","0","0","0","0","0","0","0","0","0","0","5","35","29","43","0","0","0","0","0","0","0","0","95","85","15","13","0","0","44","39","68","61","52","19","37","12","23","63","0","0","0","12","23","63","7","14","37","28","54","4","8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"K576","Victory Collegiate High School","2203039","246","8955.4431","General Academic","High school","6565 FLATLANDS AVENUE","BROOKLYN","NY","11236","K","40.63314200000000","-73.91707199999999","[-73.91707199999999,40.633142]",NULL,NULL,"0","76","0","0","0","0","0","0","0","0","0","0","75","89","82","0","5","2","38","15","33","1","2","1","218","89","19","8","5","2","123","50","123","50","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"K577","Conselyea Preparatory School","3042152","419","7260.5060","General Academic","Junior High-Intermediate-Middle","208 NORTH 5 STREET","BROOKLYN","NY","11211","K","40.71528330000000","-73.95662240000000","[-73.9566224,40.7152833]","EMS","B","0","83","0","0","0","0","0","0","0","159","123","137","0","0","0","0","23","6","59","14","25","0","13","3","35","8","281","67","88","21","205","49","214","51",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"407","0","20","5","184","45","173","42","30","7","407","0","19","5","152","37","141","34","95","23"
"K578","Brooklyn Bridge Academy","1864762","214","8713.8411","Transfer School","High school","6565 FLATLANDS AVENUE","BROOKLYN","NY","11236","K","40.63314200000000","-73.91707199999999","[-73.91707199999999,40.633142]","HST","C","0","68","0","0","0","0","0","0","0","0","0","0","78","56","54","26","1","1","15","7","13","0","4","2","184","86","22","10","3","1","101","47","113","53","84","11","13","4","5","36","0","0","0","4","5","36","7","8","64","59","70","8","10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"K581","East Flatbush Community Research School","2212090","252","8778.1349","General Academic","Junior High-Intermediate-Middle","905 WINTHROP STREET","BROOKLYN","NY","11203","K","40.65843380000000","-73.92911010000000","[-73.9291101,40.6584338]","EMS","C","0","85","0","0","0","0","0","0","0","88","64","100","0","0","0","0","17","7","56","22","27","13","1","0","238","94","9","4","2","1","162","64","90","36",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"231","0","67","29","142","61","22","10","0","0","238","0","55","23","137","57","39","16","7","3"
"K582","M.S. 582","2581390","318","8117.5786","General Academic","Junior High-Intermediate-Middle","207 BUSHWICK AVENUE","BROOKLYN","NY","11206","K","40.70875560000000","-73.93982210000000","[-73.9398221,40.7087556]","EMS","B","0","91","0","0","0","0","0","0","0","96","109","113","0","0","0","0","31","10","75","24","30","2","3","1","69","22","237","75","6","2","165","52","153","48",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"301","0","31","10","174","57","90","29","6","2","304","0","24","8","150","49","98","32","32","11"
"K583","Multicultural High School","2806162","344","8157.4477","General Academic","High school","999 JAMAICA AVENUE","BROOKLYN","NY","11208","K","40.69228000000000","-73.86892700000000","[-73.868927,40.69228]",NULL,NULL,"0","73","0","0","0","0","0","0","0","0","0","0","95","134","115","0","309","89","3","1","0","1","1","0","5","2","334","97","0","0","171","50","173","50",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"K584","M.S. 584","3078937","269","11445.8625","General Academic","Junior High-Intermediate-Middle","130 ROCHESTER AVENUE","BROOKLYN","NY","11213","K","40.67405100000001","-73.92784999999999","[-73.92784999999999,40.67405100000001]","EMS","C","0","92","0","0","0","0","0","0","0","72","97","100","0","0","0","0","7","3","61","23","6","24","0","0","236","88","28","10","2","1","138","51","131","49",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"235","0","67","28","149","63","18","8","1","0","238","0","65","27","130","54","36","15","7","3"
"K586","Lyons Community School","4243191","484","8766.9236","General Academic","Secondary School","223 GRAHAM AVENUE","BROOKLYN","NY","11206","K","40.71035300000000","-73.94372299999999","[-73.94372299999999,40.710353]","EMS","C","0","77","0","0","0","0","0","0","0","72","74","79","91","98","70","0","52","10","83","17","51","9","3","1","234","48","231","48","7","1","259","54","225","47",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"202","0","59","29","122","60","21","10","0","0","210","0","80","38","117","55","13","6","0","0"
"K587","Middle School for the Arts","3953522","339","11662.3068","General Academic","Junior High-Intermediate-Middle","790 EAST NEW YORK AVENUE","BROOKLYN","NY","11203","K","40.66247250000000","-73.93595410000002","[-73.93595410000002,40.6624725]","EMS","C","0","92","0","0","0","0","0","0","0","104","114","121","0","0","0","0","16","5","65","19","12","33","0","0","316","93","21","6","2","1","170","50","169","50",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"318","0","102","32","187","58","29","9","0","0","323","0","116","35","176","54","30","9","1","0"
"K588","Middle School for Art and Philosophy","2696316","336","8024.7500","General Academic","Junior High-Intermediate-Middle","1084 LENOX ROAD","BROOKLYN","NY","11212","K","40.65839700000000","-73.91993040000000","[-73.9199304,40.658397]","EMS","C","0","84","0","0","0","0","0","0","0","148","82","106","0","0","0","0","8","2","60","18","21","12","0","0","302","90","30","9","2","1","164","49","172","51",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"316","0","65","20","193","61","58","18","0","0","318","0","68","21","179","56","63","19","8","3"
"K589","Arts & Media Preparatory Academy","1853444","208","8910.7885","General Academic","High school","905 WINTHROP STREET","BROOKLYN","NY","11203","K","40.65843380000000","-73.92911010000000","[-73.9291101,40.6584338]",NULL,NULL,"0","65","0","0","0","0","0","0","0","0","0","0","79","71","58","0","4","2","37","18","25","0","1","1","190","91","14","7","0","0","105","51","103","50",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"K590","Medgar Evers College Preparatory School","5618334","939","5983.3163","General Academic","Secondary School","1186 CARROLL STREET","BROOKLYN","NY","11225","K","40.66716540000000","-73.95079199999999","[-73.95079199999999,40.6671654]","EMS","B","0","87","0","0","0","0","0","0","0","80","75","64","210","181","170","159","0","0","5","1","0","0","3","0","880","94","41","4","3","0","424","45","515","55","162","149","92","145","90","97","53","33","36","92","57","62","4","3","3","11","7","2","1","214","0","2","1","51","23","130","60","31","14","214","0","1","1","22","10","70","32","121","57"
"K592","Khalil Gibran International Academy","923636","115","8031.6174","General Academic","Secondary School","362 SCHERMERHORN STREET","BROOKLYN","NY","11217","K","40.68675420000000","-73.98012870000000","[-73.9801287,40.6867542]","EMS","C","0","88","0","0","0","0","0","0","0","58","33","24","0","0","0","0","14","12","15","13","1","2","4","4","95","83","8","7","5","4","57","50","58","50",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"88","0","26","29","48","54","14","15","0","0","99","0","33","33","55","55","11","11","0","0"
"K594","Gotham Professional Arts Academy","1697421","211","8044.6493","General Academic","High school","265 RALPH AVENUE","BROOKLYN","NY","11233","K","40.68043390000000","-73.92222570000000","[-73.9222257,40.6804339]",NULL,NULL,"0","76","0","0","0","0","0","0","0","0","0","0","79","83","49","0","4","2","26","12","17","2","3","1","171","81","37","18","0","0","83","39","128","61",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"K595","Bedford Academy High School","2620837","342","7663.2661","General Academic","High school","1119 BEDFORD AVENUE","BROOKLYN","NY","11216","K","40.68536100000000","-73.95421300000000","[-73.954213,40.685361]",NULL,NULL,"0","68","0","0","0","0","0","0","0","0","0","0","80","100","87","75","1","0","16","5","0","0","4","1","302","88","21","6","0","0","152","44","190","56","77","73","95","71","92","97","55","71","75","16","21","22","2","3","3","4","5","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"K596","MS 596 Peace Academy","1667155","195","8549.5128","General Academic","Junior High-Intermediate-Middle","300 WILLOUGHBY AVENUE","BROOKLYN","NY","11205","K","40.69261740000000","-73.95896239999999","[-73.95896239999999,40.6926174]","EMS","D","0","87","0","0","0","0","0","0","0","56","69","70","0","0","0","0","7","4","30","15","17","3","1","1","174","89","18","9","0","0","104","53","91","47",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"173","0","44","25","102","59","26","15","1","1","176","0","47","26","105","59","20","11","4","2"
"K598","Middle School of Marketing and Legal Studies","2637681","305","8648.1344","General Academic","Junior High-Intermediate-Middle","905 WINTHROP STREET","BROOKLYN","NY","11203","K","40.65843380000000","-73.92911010000000","[-73.9291101,40.6584338]","EMS","C","0","83","0","0","0","0","0","0","0","115","83","107","0","0","0","0","16","5","39","13","15","12","1","0","283","93","16","5","3","1","157","52","148","49",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"289","0","52","18","151","52","78","27","8","3","289","0","32","11","135","46","88","30","34","12"
"K600","Clara Barton High School","14987136","1980","7569.2606","Career Technical","High school","901 CLASSON AVENUE","BROOKLYN","NY","11225","K","40.66930580000000","-73.96205719999999","[-73.96205719999999,40.6693058]",NULL,NULL,"0","81","0","0","0","0","0","0","0","0","0","0","592","684","314","390","120","6","202","10","44","124","28","1","1770","89","134","7","12","1","459","23","1521","77","489","324","66","226","46","70","19","4","6","207","42","64","98","20","30","112","23","34","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"K605","George Westinghouse Career and Technical Education High School","9827176","963","10204.7518","Career Technical","High school","105 JOHNSON STREET","BROOKLYN","NY","11201","K","40.69543800000000","-73.98609990000000","[-73.9860999,40.695438]",NULL,NULL,"0","77","0","0","0","0","0","0","0","0","0","0","271","278","228","186","19","2","136","14","31","67","20","2","731","76","171","18","21","2","685","71","278","29","169","101","60","24","14","24","7","4","7","17","10","17","77","46","76","43","25","15","9",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"K609","Urban Assembly School for Criminal Justice","1798851","212","8485.1462","General Academic","Secondary School","4200 16 AVENUE","BROOKLYN","NY","11204","K","40.63495810000000","-73.98145230000000","[-73.9814523,40.6349581]","EMS","B","0","87","0","0","0","0","0","0","0","73","65","74","0","0","0","0","24","11","24","11","12","0","62","29","80","38","50","24","19","9","0","0","212","100",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"191","0","17","9","103","53","64","33","7","4","192","0","3","2","93","48","66","34","30","16"
"K610","Automotive High School","8387132","982","8540.8676","Career Technical","High school","50 BEDFORD AVENUE","BROOKLYN","NY","11222","K","40.72224860000000","-73.95328190000000","[-73.9532819,40.7222486]",NULL,NULL,"0","71","0","0","0","0","0","0","0","0","0","0","362","306","194","120","56","6","196","20","63","47","14","1","647","66","287","29","19","2","933","95","49","5","215","115","54","51","24","44","0","0","0","51","24","44","64","30","56","58","27","26","12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"K614","Young Women's Leadership School of Brooklyn","1255389","127","9884.9528","General Academic","Secondary School","325 BUSHWICK AVENUE","BROOKLYN","NY","11206","K","40.70463910000000","-73.93952390000000","[-73.9395239,40.7046391]","EMS","C","0","82","0","0","0","0","0","0","0","58","69","0","0","0","0","0","7","6","25","20","19","1","0","0","91","72","34","27","0","0","0","0","127","100",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"113","0","14","12","74","65","24","21","1","1","112","0","14","12","64","57","32","28","2","2"
"K615","Transit Tech Career and Technical Education High School","11511768","1543","7460.6403","Career Technical","High school","1 WELLS STREET","BROOKLYN","NY","11208","K","40.67825029999999","-73.87607910000000","[-73.8760791,40.67825029999999]",NULL,NULL,"0","76","0","0","0","0","0","0","0","0","0","0","708","449","128","258","33","2","178","12","66","56","64","4","1096","71","346","22","24","2","1251","81","292","19","381","254","67","195","51","77","102","27","40","93","24","37","59","16","23","81","21","26","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"K616","Brooklyn High School for Leadership and Community Service","2150916","211","10193.9147","Transfer School","High school","300 WILLOUGHBY AVENUE","BROOKLYN","NY","11205","K","40.69261740000000","-73.95896239999999","[-73.95896239999999,40.6926174]","HST","C","0","76","0","0","0","0","0","0","0","0","0","0","69","58","50","34","4","2","10","5","10","0","1","1","152","72","50","24","6","3","127","60","84","40","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","48","96","2","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"K617","High School for Innovation in Advertising and Media","1500535","166","9039.3675","Career Technical","High school","1600 ROCKAWAY PARKWAY","BROOKLYN","NY","11236","K","40.64087520000000","-73.89804610000000","[-73.8980461,40.6408752]",NULL,NULL,"0","79","0","0","0","0","0","0","0","0","0","0","92","74","0","0","7","4","32","19","12","9","3","2","142","86","15","9","2","1","109","66","57","34",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"K618","Academy of Innovative Technology","1940715","206","9420.9466","Career Technical","High school","999 JAMAICA AVENUE","BROOKLYN","NY","11208","K","40.69228000000000","-73.86892700000000","[-73.868927,40.69228]",NULL,NULL,"0","90","0","0","0","0","0","0","0","0","0","0","102","104","0","0","34","16","36","18","15","8","14","7","69","34","109","53","9","4","132","64","74","36",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"K620","William E. Grady Career and Technical Education High School","11676530","1366","8547.9722","Career Technical","High school","25 BRIGHTON 4TH ROAD","BROOKLYN","NY","11235","K","40.58324900000000","-73.96374700000000","[-73.963747,40.583249]",NULL,NULL,"0","75","0","0","0","0","0","0","0","0","0","0","601","431","164","170","33","2","226","17","57","105","43","3","1012","74","242","18","63","5","1111","81","255","19","263","115","44","86","33","75","4","2","4","82","31","71","29","11","25","102","39","39","15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"K625","Paul Robeson High School","8185840","1017","8049.0069","General Academic","High school","150 ALBANY AVENUE","BROOKLYN","NY","11213","K","40.67590700000000","-73.93895900000000","[-73.938959,40.675907]",NULL,NULL,"0","82","0","0","0","0","0","0","0","0","0","0","284","265","207","261","27","3","138","14","50","50","5","1","887","87","99","10","9","1","599","59","418","41","322","122","38","35","11","29","5","2","4","30","9","25","87","27","71","154","48","25","8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
